term,title,link,authors,abstract,ch_abstract,tags,publish_date
trade barriers,TradePolicy VersusTradeFacilitation: An Application Using Good Old OLS,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2056942,Laura Marquez-Ramos,"Trade policy barriers are only one element of overall trade costs. Among these, and due to the decrease in the influence of tariff barriers on trade over time, institutional barriers might increase in relative importance and become a key obstacle to the movements of goods across countries. This paper quantifies and compares the impact that a number of trade facilitation and trade policy barriers have on bilateral trade flows. A theoretically justified gravity model of trade is estimated by using the methodology proposed in Baier and Bergstrand (Bonus vetus OLS: A simple method for approximating international trade-cost effects using the gravity equation, 2009) for a cross-section of countries in the year 2000. Results indicate that institutional trade barriers have a greater impact on trade flows than tariff barriers. According to these findings, trade policy negotiation efforts should focus on facilitating trade processes and should be at the forefront of multilateral negotiations.","贸易政策壁垒仅是整体贸易成本中的一个因素。其中，由于关税壁垒对贸易的影响随时间推移而减弱，制度壁垒的相对重要性可能会上升，并成为跨国商品流动的关键障碍。本文量化并比较了若干贸易便利化措施和贸易政策壁垒对双边贸易流量的影响。通过采用Baier和Bergstrand（2009年提出的""Bonus vetus OLS""方法）提出的方法论，对2000年跨国截面数据进行了理论依据充分的重力模型估计。结果表明，制度性贸易壁垒对贸易流量的影响大于关税壁垒。根据这些发现，贸易政策谈判应聚焦于简化贸易流程，并应成为多边谈判的核心议题。","tariff barriers, trade facilitation, sectoral trade",2012-05-13
trade barriers,HeterogeneousTradeCosts ofTradeBarriers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2019615,Xuebing Yang,"Economists have argued that rich and poor countries face asymmetric trade costs. In this short note, we propose a simple trade cost function to model trade cost asymmetry at the trade barrier level. Our trade cost function can greatly improve the performance of the gravity model and shed light on the nature of some important parameters that have been used in applications on cross-country productivity and income differences.",经济学家认为，富国与穷国面临着不对称的贸易成本。在这篇简短的研究笔记中，我们提出了一种简单的贸易成本函数，用于在贸易壁垒层面模拟贸易成本不对称性。我们的贸易成本函数能显著提升引力模型的解释力，并有助于揭示跨国生产率和收入差异研究中若干重要参数的本质特性。,"Openness, Trade restrictiveness, Trade barriers, Gravity model",2012-03-12
trade barriers,South Korea: TemporaryTradeBarriersBefore and During the Crisis,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1836282,Moonsung Kang,"This paper examines Korea’s use of temporary trade barriers, mainly antidumping measures, before and during the global financial crisis of 2008-9. Using the Temporary Trade Barriers Database (Bown 2010b), we determined that the stock of imported products subject to antidumping duties in Korea has increased moderately over time. During the financial crisis of 2008-9, there were a relatively small number of initiations; however, we conclude that the Korea Trade Commission was active in imposing AD duties during the financial crisis. We also conclude that AD measures have functioned as a substitute for tariff protection measures in Korea during this period and that the Korean use of AD measures is consistent with the theory put forth by Grossman and Helpman (1994) that politically organized sectors tended to receive more protection than unorganized ones. In addition, our analysis of the practical use of Korea’s determinants of dumping margins suggests that the KTC has more frequently used ‘facts available’ than any other discretionary practices during the global financial crisis.","本文研究了韩国在2008-9年全球金融危机前后对临时性贸易壁垒（主要是反倾销措施）的运用。基于临时贸易壁垒数据库（Bown 2010b）的分析显示，韩国征收反倾销税的进口产品存量随时间推移呈现温和增长。尽管2008-9年金融危机期间新发起的调查数量相对有限，但我们发现韩国贸易委员会在此期间积极实施了反倾销措施。研究还表明，反倾销措施在此阶段充当了韩国关税保护措施的替代工具，且韩国的反倾销实践符合Grossman和Helpman（1994）提出的理论——政治组织化行业往往比非组织化行业获得更多保护。此外，我们对韩国倾销幅度判定标准实际运用的分析表明，在全球金融危机期间，韩国贸易委员会使用""可获得事实""规则的频率显著高于其他自由裁量做法。","Temporary Trade Barriers, Antidumping Duties, South Korea",2011-05-15
trade barriers,Import-Reducing Effect ofTradeBarriers: A Cross-Country Investigation,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=880899,Qing Wang,"A comprehensive empirical investigation is carried out to ascertain the import-reducing effect of trade protection barriers. We first present a statistical summary of the status of global trade protection. Then, based on a monopolistic competition trade model and 1994 cross-country data on trade barriers, trade flows, and production, we estimate the import-reducing effect of trade barriers including both tariffs and non-tariff barriers (NTBs). We use the disaggregated cross-country, cross-industry data on manufactured goods and, unlike previous studies, our sample covers a broad range of countries - more than 70 in total - including countries from the most developed ones like those in the Group of Seven to the least developed one, Bangladesh. We specify an empirical model that captures the stylized facts well and helps generate sensible estimates. Our econometric framework is designed to control for the simultaneous determination of trade flows, trade barriers, and production. We find that both tariff and NTBs are quite significant in restricting imports.",为明确贸易保护壁垒对进口的抑制作用，本研究开展了全面的实证分析。首先对全球贸易保护现状进行统计性概述，随后基于垄断竞争贸易模型及1994年跨国贸易壁垒、贸易流量与生产数据，量化评估了关税与非关税壁垒对进口的抑制效应。研究采用制造业细分行业的跨国数据，与既往研究不同，我们的样本覆盖70余个国家——从七国集团等最发达国家到最不发达国家孟加拉国。我们构建的实证模型能较好反映典型事实并生成合理估计值，计量框架专门用于控制贸易流量、贸易壁垒与生产之间的同步决定关系。研究发现关税与非关税壁垒均对进口产生显著限制作用。,"Trade-Barriers, Tariff, non-tariff trade barriers",2006-02-12
trade barriers,Choked by Red Tape? The Political Economy of WastefulTradeBarriers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3198135,Giovanni Maggi,"Red-tape barriers (RTBs) are an important source of trade costs, but have received little scholarly attention to date. Here we examine the economic-political determinants of RTBs and their effects on trade. Because of their wasteful nature, RTBs have very different implications from those of more traditional trade barriers. In particular, RTBs have important impacts on the extensive margin of trade, and respond in non-standard ways to changes in tariffs and natural trade costs. We argue that taking into account the endogenous response of RTBs is crucial for understanding the effects of tariff liberalization and globalization on trade and welfare.",繁文缛节壁垒（RTBs）是贸易成本的重要来源，但迄今为止鲜少获得学术界关注。本文研究了繁文缛节壁垒的经济政治决定因素及其对贸易的影响。由于其资源浪费特性，繁文缛节壁垒与传统贸易壁垒具有截然不同的经济内涵。具体而言，这类壁垒对贸易广延边际产生显著影响，并对关税和自然贸易成本的变化表现出非标准响应模式。我们认为，理解关税自由化与全球化对贸易及福利的影响时，必须充分考虑繁文缛节壁垒的内生性响应。,"International trade policy, Non-Tariff Measures, political economy, Red tape barriers",2018-06-18
trade barriers,Hidden Market AccessBarriersin China: India’s Exports in Electrical Machinery,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3575344,Kallummal Murali,India and China have significant bilateral trade flows leading to trade specialization in different product categories. The bilateral trade between these countries is clearly dominated by the Chinese exports. The trade figures show that the value of India’s import from China stood at USD 71.9 billion against its exports to China USD 12.4 billion. This paper evaluates the trade barriers faced by India in China’s market focusing mainly on electrical machinery sector. The empirical analysis shows that China has hidden trade barriers in electrical machinery sector by replacing the use of ad-valorem tariff with non-ad valorem tariff (AVE’s). This study will help India to address the issue of market access and demand removal of trade barriers in the electrical machinery sector while negotiating at the RCEP with China to address the issue of trade imbalance.,印度与中国拥有显著的双边贸易流动，导致双方在不同产品类别上形成专业化分工。两国间的贸易明显以中国出口为主导。数据显示，印度从中国进口额达719亿美元，而对华出口仅为124亿美元。本文重点评估印度在中国电力机械市场面临的贸易壁垒。实证分析表明，中国通过采用从量税替代从价税的方式，在电力机械领域设置了隐性贸易壁垒。本研究将助力印度在《区域全面经济伙伴关系协定》谈判中，就解决贸易失衡问题向中国提出市场准入诉求，并要求消除电力机械行业的贸易壁垒。,"RCEP Negotiations, Non-Ad-Valorem Tariff, Technical Barriers to Trade, Electrical Machinery, Time Series, China",2020-05-05
trade barriers,The (In)Compatibility of Direct SellingTradeBarrierswith EU Law: Before and After the Consumer Rights Directive,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2347507,Orsolya Tokaji-Nagy,"The direct selling retail channel is often abused by rogue trades which triggers Draconian responses from national legislators. As a result, the direct selling industry in the EU is restricted by a number divergent trade barriers. At the chore of the problem lies the conflict of interest between the liberalization of trade in respect of the direct selling industry and Member States' freedom to impose stringent regulations in order to favor consumers’ economic interests. The current paper assesses direct selling trade barriers' compatibility with European law, and in particular, the fundamental freedoms of the internal market and the relevant secondary law regulating consumer protection, fair trading law and the provision of services. Through the comparative analysis of the CJEU's jurisprudence concerning four direct selling trade barriers, it was found that the unworkable rigidity of the Keck formula has significantly hampered the Court's efforts to give clear rulings on the assessed cases, although curiously, in none of the four cases did the Court pronounce that direct selling trade barriers were in compliance with the free movement of goods principle. The Consumer Rights Directive is expected to bring about much needed clarity and legal certainty in respect to direct selling trade barriers. Complemented by the assessment of relevant provisions of the Unfair Commercial Practices Directive and the Services Directive, it was concluded that as of the entry into force of the Consumer Rights Directive, the introduction or maintenance of direct selling trade barriers will no longer be legitimate under European law.",直销零售渠道常被不良商家滥用，这引发了各国立法者的严厉回应。因此，欧盟直销行业受到诸多不同贸易壁垒的限制。问题的核心在于直销行业贸易自由化与成员国为维护消费者经济利益而实施严格监管的自主权之间的利益冲突。本文评估了直销贸易壁垒与欧洲法律的兼容性，特别是与内部市场基本自由及消费者保护、公平交易法和服务提供相关次级法规的契合度。通过对欧盟法院针对四种直销贸易壁垒判例的比较分析发现，尽管耐人寻味的是法院在四起案件中均未裁定这些壁垒符合货物自由流动原则，但Keck公式难以操作的僵化性严重阻碍了法院作出明确判决。《消费者权益指令》有望为直销贸易壁垒问题带来亟需的明确性和法律确定性。结合对《不公平商业行为指令》和《服务指令》相关条款的评估，研究得出结论：自《消费者权益指令》生效之日起，在欧洲法律框架下制定或维持直销贸易壁垒将不再具有合法性。,"direct selling, trade barriers, product bans, channel bans",2013-10-31
trade barriers,WastefulTradeBarriersin Oligopoly,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4226438,Kentaro Inomata,"Trade barriers can exist variably and are not just limited to tariffs. Based on a bilateraltrade model under international oligopolistic competition, we show that governments endogenouslydetermine red-tape barriers (RTBs), which are trade barriers caused by wastefuladministrative procedures. We also find that RTBs can have the opposite reaction totariffs. Particularly, we find that the fall in the RTB level can be larger than the rise intariffs (backlash effects). Finally, in the case of a coordinated tariff rate increase under afree trade agreement between the two countries, it is shown that an increase in tariffs canimprove consumer surplus, producer surplus, and government income and expenditure.",贸易壁垒可以以多种形式存在，并不只限于关税。基于国际寡头竞争下的双边贸易模型，我们发现政府会内生性地设定繁文缛节壁垒（RTBs），即由低效行政程序造成的贸易障碍。研究还表明，繁文缛节壁垒可能对关税变动产生反向反应。具体而言，我们发现RTB水平的下降幅度可能超过关税的上升幅度（反弹效应）。最后，在两国自由贸易协定下协调提高关税税率的情形中，研究证明关税上调能够同时提升消费者剩余、生产者剩余及政府收支水平。,"red-tape barriers(RTBs), oligopolistic competition, tariff, backlash, welfareanalysis",2022-09-22
trade barriers,EntryBarriersin RetailTrade,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1140566,Fabiano Schivardi,"The 1998 reform of the Italy's retail trade sector delegated the regulation of entry of large stores to the regional governments. We use the local variation in regulation to determine the effects of entry barriers on firms' performance for a representative sample of retailers. We address the endogeneity of entry barriers through local fixed effects and using political variables as instruments. We also control for differences in trends and for area-wide shocks. We find that entry barriers are associated with substantially larger profit margins and substantially lower productivity of incumbent firms. Liberalizing entry has a positive effect on investment in ICT. Consistently, more stringent entry regulation results in higher inflation: lower productivity coupled with larger margins results in higher consumer prices.",1998年意大利零售业改革将大型商店的准入监管权下放至大区政府。我们利用监管政策的地区差异，以零售商代表性样本为研究对象，分析市场准入壁垒对企业绩效的影响。通过地区固定效应模型和以政治变量作为工具变量，我们解决了准入壁垒的内生性问题，同时控制了趋势差异和区域冲击因素。研究发现：准入壁垒与在位企业显著更高的利润率及显著更低的生产效率密切相关。放宽准入限制对信息通信技术投资产生积极影响。与之相应，更严格的准入监管会推高通胀水平——生产效率下降与利润率上升共同导致消费品价格上涨。,"Entry barriers, productivity growth, technology",2008-06-05
trade barriers,Turkey: TemporaryTradeBarriersas Resistance toTradeLiberalisation with the European Union?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1839644,Baybars Karacaovali,"Turkey has been an active user of antidumping since the 1990s and more recently added safeguards and countervailing duties to its temporary trade barriers (TTBs). Turkey is a founding member of the World Trade Organization and formed a customs union with the European Union (EU) in 1996. It has also signed numerous preferential trade agreements the EU has been involved in as part of its EU candidacy. The drastic intra and extra-group trade liberalization brought by the relations with the EU seems to be important determinants in the rise of Turkey’s contingent protection over the last decade. Moreover, apart from an increase in the number of initiations, the higher rate of initiations finding support and sluggishness in the removal of TTBs over time appear to have played a role in their build-up. Turkey has been significantly affected by the 2008-9 global economic crisis and at the same time kept increasing the use of TTBs. The increase as of 2009 was in line with the recent upward trend but the response to the crisis may come with a lag. In general, Turkey does not target established EU members with TTBs although there is no restriction. Turkey mainly targets developing countries, especially China, at rates disproportional to their import market share.",土耳其自20世纪90年代以来一直积极使用反倾销措施，近期更将保障措施和反补贴税纳入其临时贸易壁垒(TTBs)体系。该国作为世界贸易组织创始成员国，于1996年与欧盟建立关税同盟，并作为入盟候选国签署了多个欧盟参与的特惠贸易协定。与欧盟关系带来的集团内外大幅贸易自由化，似乎是过去十年土耳其临时保护措施兴起的重要诱因。值得注意的是，除立案数量增加外，立案支持率的提升及临时贸易壁垒撤销进程的迟滞，也助推了这类措施的累积效应。2008-2009年全球经济危机对土耳其冲击显著，但该国同期却持续强化临时贸易壁垒使用。2009年后的增长虽符合近期上行趋势，但对危机的政策响应可能存在滞后性。总体而言，土耳其虽无限制却鲜少对欧盟成熟成员国实施临时贸易壁垒，其主要针对发展中国家——特别是中国——实施与其进口市场份额不相称的高强度措施。,"Temporary trade barriers, antidumping, safeguards, countervailing duties, Turkey",2011-05-14
trade barriers,The Impact of IntranationalTradeBarrierson Exports: Evidence from a Nationwide Vat Rebate Reform in China,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4164363,Jie Bai,"We exploit a nationwide VAT rebate reform in China to study the impact of intranational trade barriers on exports and exporting firms. As a result of shifting rebate burden, the reform leads to greater incentives of the provincial governments to block the domestic flow of non-local goods to local intermediaries. Consistent with the predictions from a heterogeneous firm model with multiple exporting technologies, we find that local protectionism leads to a reduction in interprovincial trade, more inward-looking sourcing behavior of the intermediaries, and a reduction in manufacturing exports. Private companies with greater baseline reliance on intermediaries are more adversely affected.",我们利用中国一项全国性增值税退税改革，研究国内贸易壁垒对出口及出口企业的影响。由于退税负担的转移，该改革导致省级政府更有动力阻止非本地商品通过本地中介在国内流通。与采用多重出口技术的异质性企业模型预测一致，我们发现地方保护主义导致省际贸易减少、中介机构采购行为更加内向化，并造成制造业出口下降。原本对中介依赖程度较高的民营企业受到更为严重的负面影响。,"local trade barriers, protectionism, export, trade intermediaries",2022-07-16
trade barriers,The Impact of IntranationalTradeBarrierson Exports: Evidence from a Nationwide Vat Rebate Reform in China,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4068176,Jie Bai,"We exploit a nationwide VAT rebate reform in China to study the impact of intranational trade barriers on exports and exporting firms. As a result of shifting rebate burden, the reform leads to greater incentives of the provincial governments to block the domestic flow of non-local goods to local intermediaries. Consistent with the predictions from a heterogeneous firm model with multiple exporting technologies, we find that local protectionism leads to a reduction in interprovincial trade, more inward-looking sourcing behavior of the intermediaries, and a reduction in manufacturing exports. Private companies with greater baseline reliance on intermediaries are more adversely affected.",我们利用中国全国范围内的增值税退税改革，研究国内贸易壁垒对出口及出口企业的影响。由于退税负担的转移，该改革导致省级政府更有动力阻碍外地商品流向本地中介机构。与采用多种出口技术的异质性企业模型的预测一致，我们发现地方保护主义导致省际贸易减少、中介机构采购行为更加内向化，以及制造业出口下降。对中介机构依赖程度较高的私营企业受到更为不利的影响。,"local trade barriers, protectionism, export, trade intermediaries",2022-03-28
trade barriers,How Market Imperfections andTradeBarriersShape Specialisation: South-America vs. OECD,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=561161,Joaquim Oliveira Martins,"The paper set out four types of market structure clusters (based on an OECD benchmark) to assess different entry barriers, both endogenous and policy-induced that may affect the ability of enterprises in emerging countries to penetrate international markets. This framework is then applied to analyse the trade specialisation of Argentina, Brazil and Chile (ABC) compared to that of three OECD countries, Ireland, Korea and Mexico.",该论文提出了四种市场结构集群类型（基于经合组织的基准），以评估可能影响新兴国家企业进入国际市场能力的各种进入壁垒，包括内生性和政策诱发的壁垒。随后，应用这一框架分析了阿根廷、巴西和智利（ABC三国）与三个经合组织国家——爱尔兰、韩国和墨西哥——的贸易专业化程度对比。,"Market structure, specialisation, trade barriers, South America",2004-07-04
trade barriers,Barriersto Exit,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=933994,Alberto Chong,"Unlike previous empirical studies that focus on barriers to entry in international trade, we focus on barriers to exit as measured by passport costs for a crosssection of countries. We test four common theories on the determinants of such exit barriers and find that macroeconomic and brain-drain explanations do explain high barriers to exit. However, institutional and cultural hypotheses do not appear to be empirically robust explanations of such high barriers. Our findings hold when applying instrumental variables, changes in specification, and changes in cross-country periods.",与以往关注国际贸易中进入壁垒的实证研究不同，我们聚焦于以各国护照成本衡量的退出壁垒。我们检验了关于此类退出壁垒决定因素的四种常见理论，发现宏观经济和人才流失的解释确实能说明高退出壁垒的存在。然而，制度和文化假说在实证上并未显示出对这些高壁垒的稳健解释力。我们的研究结果在使用工具变量、改变模型设定及调整跨国时间段后依然成立。,"International Trade, Passport Costs, Barriers to Exit, Development, Labor",2007-01-11
trade barriers,Barriersto Business in the Single Market,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2399098,Helena Guimaraes,This paper assesses the barriers to business that forms face in the European Single Market. It highlights the hard and soft law mechanisms used to tackle the trade barriers impacting intra-European trade. The analysis reveals the unfinished efforts to complete the single market.,本文评估了企业在欧洲单一市场中面临的商业壁垒，重点探讨了用于应对影响欧洲内部贸易障碍的硬性和软性法律机制。分析揭示了完成单一市场的未竟努力。,"EU, Single market, trade barriers, business, soft law, infringements",2014-02-22
trade barriers,The Canadian Agreement on InternalTrade: Developments and Prospects,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=882310,Michael Leidy,"Under a federal system of government, the division of responsibilities between the federal, provincial/state, and local levels of government may create internal barriers to trade. To deal with this problem, the federal and provincial governments in Canada established the Agreement on Internal Trade (AIT). This paper takes stock of the achievements and shortcomings of the AIT. Because the internal barriers to trade being addressed by the AIT are not unique to Canada, the agreement presents a useful model for reform that could be emulated by other countries.",在联邦政府体制下，联邦、省/州与地方政府之间的职责划分可能形成内部贸易壁垒。为解决这一问题，加拿大联邦与省级政府签署了《国内贸易协定》。本文评估了该协定的成就与不足。鉴于《国内贸易协定》所应对的内部贸易壁垒并非加拿大独有，该协定为其他国家提供了可借鉴的有效改革范本。,"internal trade, trade barriers, trade agreements",2006-02-15
trade barriers,Non-TariffBarriersto Brazilian Footware Industry in Mercosur,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=292950,Patricia Anderson,"Once the tariff barriers to trade among Mercosur countries were eliminated, government policies other than tariffs became an important trade policy instrument. The main objective of this paper is to identify the non-tariff barriers applied by the Mercosur countries to the Brazilian's footwear exports and it is organized as follows: the introduction; the second part presents the main characteristics of the footwear industry and its performance in Brazil in the recent years; the third part examines the footwear's international trade; the fourth part discusses some theoretic aspects of the non-tariff barriers (NTB) and indicates the NTB that are applied to Brazilian footwear exports to Mercosur; the last part concludes the paper.",一旦南方共同市场国家间的关税壁垒被消除，除关税外的政府政策便成为重要的贸易政策工具。本文的主要目标是识别南方共同市场国家对巴西鞋类出口实施的非关税壁垒，结构安排如下：引言；第二部分介绍鞋类产业的主要特征及其近年来在巴西的表现；第三部分考察鞋类产品的国际贸易；第四部分探讨非关税壁垒（NTB）的理论层面，并列举适用于巴西对南方共同市场鞋类出口的NTB措施；最后一部分为结论。,"Mercosur, Brazilian Footware Exportations, Trade barriers",2001-12-16
trade barriers,What Do We Know About PreferentialTradeAgreements and TemporaryTradeBarriers?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2445213,Chad P. Bown,"Two of the most important trade policy developments to take place since the 1980s are the expansion of preferential trade agreements and temporary trade barriers, such as antidumping, safeguards, and countervailing duties. Despite the empirical importance of preferential trade agreements and temporary trade barriers and the common feature that each can independently have quite discriminatory elements, relatively little is known about the nature of any relationships between them. This paper surveys the literature on some of the political-economic issues that can arise at the intersection of preferential trade agreements and temporary trade barriers and uses four case studies to illustrate variation in how countries apply the World Trade Organization's global safeguards policy instrument. The four examples include recent policies applied by a variety of types of countries and under different agreements: large and small countries, high-income and emerging economies, and free trade areas and customs unions. The analysis reveals important measurement and identification challenges for research that seeks to find evidence of systematic relationships between the formation of preferential trade agreements, the political-economic implications of their implementation, and the use of subsequent temporary trade barriers.",自20世纪80年代以来，最重要的两项贸易政策发展是优惠贸易协定的扩张和临时性贸易壁垒（如反倾销、保障措施及反补贴税）的兴起。尽管优惠贸易协定与临时性贸易壁垒在实证研究中具有重要意义，且两者都具有独立形成歧视性要素的共同特征，但关于它们之间关联本质的研究仍相对匮乏。本文综述了关于优惠贸易协定与临时性贸易壁垒交叉领域可能产生的政治经济问题的文献，并通过四个案例研究展示各国在实施世贸组织全球保障措施政策工具时的差异性。这四个案例涵盖不同类型国家在不同协定框架下采取的最新政策：大国与小国、高收入经济体与新兴经济体、自由贸易区与关税同盟。分析表明，针对优惠贸易协定形成、其实施过程中的政治经济影响以及后续临时性贸易壁垒使用之间系统性关联的研究，面临着重要的测量与识别挑战。,"Trade Law, Free Trade, Trade Policy, Currencies and Exchange Rates, Rules of Origin",2016-04-20
trade barriers,"Digital EconomyBarrierstoTradeRegulation Status, Challenges, and China's Response",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3846002,Ahmed Arafa  Abdelrehim Hammad,"At present, the World Trade Organisation's multilateral trading system faces the acute challenge of adapting to the digital and commercial economies' rapid evolution. The recent regional trade agreements embody the corresponding achievements of the Comprehensive and Progressive Agreement for Trans-Pacific Partnership, Economic Partnership Agreement, and the United States Mexico Canada Agreement in facilitating the free flow of data and regulating digital barriers to trade. The General Data Protection Regulation has also developed several new norms for promoting free data flow and protecting personal data privacy. The new regional trade agreements fulfill the digital trade threshold, prohibit delocalization by the data center and establish organized frameworks for cross-border data flow and personal privacy protection. In the negotiations on trade services agreements, China should focus on implementing a new management structure, speeding up domestic legislation and legislative reforms, and establishing a legal framework that promotes the free flow of data, fair competition, and personal information among corporations.",当前，世界贸易组织的多边贸易体系面临适应数字经济和商业经济快速发展的严峻挑战。近期区域贸易协定体现了《全面与进步跨太平洋伙伴关系协定》、《经济伙伴关系协定》及《美墨加协定》在促进数据自由流动、规制数字贸易壁垒方面的相应成果。《通用数据保护条例》也为促进数据自由流动与保护个人数据隐私制定了若干新规范。这些新型区域贸易协定达到了数字贸易门槛标准，禁止通过数据中心实施本地化要求，并构建了跨境数据流动与个人隐私保护的有序框架。在服务贸易协定谈判中，中国应着力落实新型管理架构，加快国内立法与修法进程，建立促进企业间数据自由流动、公平竞争与个人信息保护的法律框架。,"Digital Barriers, Digital Economy Data Flow, Privacy Data, Regional Trade Agreements",2021-05-18
trade barriers,TradePolicyBarriers: An Obstacle to Export Diversification in Eurasia,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2260662,Ana P. Cusolito,"Despite trade liberalization efforts made by Eurasian countries, the export structure of the region shows significant levels of concentration across export destinations. To shed light on this observation, this research analyzes trade policy barriers in Eurasia, East Asia and the Pacific, and the European Union. Using the most recent data from sources including the World Trade Organization, the United Nations, and the World Bank ? including the Overall Trade Restrictiveness Indices, the Services Trade Restrictions Database, and the Temporary Trade Barriers Database ? the role of tariffs, non-tariff measures, temporary trade barriers, trade agreements, and trade barriers in services are explored to explain the lack of diversification by destination. Several conclusions can be drawn from the analysis. First, China, Korea, and Japan, as well as the European Union, impose high levels of protection on products of animal origin, which may explain the lack of Eurasian export diversification toward the East Asia and the Pacific and the European Union regions. It also highlights the potential benefits of diversifying the structure of production in Eurasia toward more sophisticated and technologically intensive goods. Second, the East Asia and the Pacific region (especially China) appears to be more protectionist than the European Union, suggesting a greater challenge for Eurasian countries in diversifying exports to the destination. And third, few or no regional trade agreements exist between Eurasian countries and countries in the European Union or East Asia and the Pacific.",尽管欧亚国家做出了贸易自由化的努力，但该地区的出口结构在出口目的地方面仍表现出高度集中。为阐明这一现象，本研究分析了欧亚、东亚与太平洋地区以及欧盟的贸易政策壁垒。通过采用世界贸易组织、联合国和世界银行的最新数据——包括综合贸易限制指数、服务贸易限制数据库和临时贸易壁垒数据库——本研究探讨了关税、非关税措施、临时贸易壁垒、贸易协定以及服务贸易壁垒对出口目的地多元化不足的影响。分析可得出几点结论：首先，中国、韩国、日本及欧盟对动物源性产品实施高度保护，这可能是欧亚地区对东亚与太平洋地区及欧盟出口多元化不足的原因。研究同时指出，欧亚国家将生产结构转向技术密集型高端产品可能带来的潜在收益。其次，东亚与太平洋地区（特别是中国）的贸易保护程度高于欧盟，表明欧亚国家实现对该地区出口多元化的难度更大。第三，欧亚国家与欧盟或东亚及太平洋地区国家之间几乎不存在区域性贸易协定。,"Free Trade, Trade Policy, Trade Law, International Trade and Trade Rules, Economic Theory & Research",2016-04-20
trade barriers,Interaction of the Russian Far East and Asia-Pacific Countries: Assessment of Institutional and TariffBarrierstoTrade,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3888223,Dmitry Izotov,"Due to the considerable distances from the major sales markets of Russia, the Far East has close ties with markets of the countries in the Asian-Pacific region (APR). The current expansion of trade and economic interactions with these countries has a positive effect on the economic development of the Far East. Reducing various barriers to trade with the APR countries can increase the scale of bilateral trade, acting as a source of growth and development for the economy of the Far East. To determine the ranges for increasing trade, the potential for trade interactions arising from the leveling of various barriers was quantified. It is shown that for the Far East a gradual change in the intensity of foreign trade relations was observed in favor of geographically close foreign markets, the Asia-Pacific countries. Based on the constructed gravity dependence, trade barriers for interactions between the Far East and Asia-Pacific countries were estimated and decomposed into the ad valorem equivalent. It was determined that the major source of tariff barriers was the tariff burden on exports and imports, formed by the Russian side. The decomposition assessment showed that the comparative institutional barriers between the Far East and the Asia-Pacific countries were significantly greater than the comparative tariff barriers. This circumstance indicated the insufficiency of reducing tariff barriers for intensifying the bilateral trade between the Far East and the Asia-Pacific countries. The analysis made it possible to assume that the introduction of various types of weakly motivated trade restrictions by the Russian side led to a shift in the customs burden from tariff barriers to institutional ones. In addition to the Republic of Korea, a general vector of intensification of trade between the Far East and the Asia-Pacific countries was observed for China. The estimates obtained suggest that the comparative institutional barriers between the Far Eastern regions and China will continue to decline. It is shown that the leveling of comparative institutional barriers between the Far East and Japan can significantly increase trade interactions between the Russian macroregion and the APR market.",由于远离俄罗斯主要销售市场，远东地区与亚太国家市场联系紧密。当前与这些国家贸易经济往来的扩大对远东经济发展产生了积极影响。降低与亚太国家的各类贸易壁垒可提升双边贸易规模，成为远东经济增长与发展的动力源。为测算贸易增长空间，研究量化了消除各类壁垒所带来的贸易互动潜力。数据显示，远东地区对外贸易关系强度正逐步向地理位置邻近的海外市场——亚太国家倾斜。基于构建的引力模型，研究估算了远东与亚太国家间的贸易壁垒，并将其分解为从价税等价形式。结果表明，关税壁垒主要源于俄方对进出口设置的关税负担。分解评估显示，远东与亚太国家间的制度性壁垒远超关税壁垒，这意味着仅靠降低关税不足以显著提升双边贸易规模。分析认为，俄方实施各类缺乏合理依据的贸易限制措施，导致海关负担从关税壁垒转向制度性壁垒。除韩国外，中国也成为远东与亚太国家贸易强化的主要方向。预测显示，远东各地区与中国间的制度性壁垒将持续下降。研究表明，消除远东与日本间的制度性壁垒将大幅提升俄罗斯大区与亚太市场的贸易往来。,"trade, trade barriers, institutional barriers, tariff barriers, Russian Far East",2021-07-19
