term,title,link
trade regulation,The Effects ofTradeAgreements onTrade: Asymmetric Partners and Types of Agreements,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4207163
trade regulation,Changing Economic Openness for Environmental Policy Convergence: When Can BilateralTradeAgreements Induce Convergence of EnvironmentalRegulation?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1006581
trade regulation,Can Foreign Investors in Services Benefit from WTO Dispute Settlement? Legal Standing and Remedies in WTO and International Arbitration,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1090892
trade regulation,InternationalTradeand DomesticRegulation,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1504913
trade regulation,The Iteration Deficit in ResponsiveRegulation: Are Regulatory Ambassadors an Answer?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2601636
trade regulation,NetworkedRegulationas a Solution to Human Rights Abuse in Global Supply Chains? The Case ofTradeUnion Rights Violations by Indonesian Sports Shoe Manufacturers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2315956
trade regulation,Reimagining InternationalTradeRegulation,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4784428
trade regulation,Implementing Social Justice: Eliminating Poverty as a Legal Mandate?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1088704
trade regulation,TradeLiberalization and Informality: New Stylized Facts,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1596030
trade regulation,Regulatory Harmonization andTradein Services: Volumes and Choice of Mode,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2872076
trade regulation,EnvironmentalRegulationandTradeOpenness in the Presence of Private Mitigation,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1231422
trade regulation,Environmental Technology Innovation and GreenTradein OECD Countries: The Moderating Role of EnvironmentalRegulationand Green Financial Policy,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4942189
trade regulation,"Economic Governance,Regulationand ServicesTradeLiberalization",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2973337
trade regulation,The Evolution of DigitalTradeLaw: Insights from TAPED,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4621230
trade regulation,DigitalTradein China and its Implications,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4196222
trade regulation,Can the WorldTradeOrganization Ensure that International Food Aid is Genuine?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2369724
trade regulation,"Labour Migration,Tradeand Investment: From Fragmentation to Coherence",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2691420
trade barriers,Developing Countries in InternationalTrade2005:Tradeand Development Index,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=983944
trade barriers,Opportunities for Cooperation in Removing ProhibitiveTradeBarriers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3071449
trade barriers,Tradein Health Products: ReducingTradeBarriersfor Better Health,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2955559
trade barriers,South-SouthTradein Asia: The Role of RegionalTradeAgreements,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1279373
trade barriers,Restrictiveness Index as a Measure ofBarriersin InternationalTradein Services,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2773789
trade barriers,Do Bilateral and Regional Approaches for Reducing TechnicalBarrierstoTradeConverge Towards the Multilateral Trading System?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1058941
trade barriers,A Passage to India: Quantifying Internal and ExternalBarrierstoTrade,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2882438
trade barriers,"Price Equalization,TradeFlows, andBarrierstoTrade",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2438961
trade barriers,Using Firm-Level Case Studies to AddressTradeFacilitation Challenges in Southern Africa,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2712336
trade barriers,Non-Tariff Measures: Evidence from Selected Developing Countries and Future Research Agenda,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1744076
trade barriers,Non-TariffBarriersin Ukrainian Export to the EU,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1411155
trade barriers,IntangibleBarriersto InternationalTrade: A Sectoral Approach,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1352265
trade barriers,"The Growth of WorldTrade: Production Costs,TradeBarriers, and Product Appeal",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3016567
trade barriers,EliminatingTradeBarriersThrough PreferentialTradeAgreements: Perspectives from South Asia,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3200078
trade barriers,"TBTs, Firm Organization and Labour Structure - The Effect of TechnicalBarrierstoTradeon Skills",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3474199
trade barriers,ReducingBarriersto ServicesTrade: The U.S. Case,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1281920
trade barriers,ReducingBarriersto ServicesTrade: The U.S. Case,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=986617
trade barriers,Introduction to 'The Great Recession and Import Protection: The Role of TemporaryTradeBarriers',https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1890700
trade barriers,Developing Countries in InternationalTrade2007:Tradeand Development Index,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1283665
trade barriers,The Composition ofTradeFlows and the Aggregate Effects ofTradeBarriers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2673265
trade barriers,Technology and TechnicalBarrierstoTradein a Vertically Differentiated Market,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4212047
trade barriers,"InternationalTrade, Technology Diffusion, and the Role of DiffusionBarriers",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1978304
trade barriers,WTO Rules on TechnicalBarrierstoTrade,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=978167
trade barriers,Technology Standards - New TechnicalBarrierstoTrade?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=960059
trade barriers,"Digitization, RegulatoryBarriersand Sustainable Development",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4424470
trade barriers,TradeRules and Their Limits: Internet Restrictions as ActionableTradeBarriers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2072854
trade barriers,Retaliation Through TemporaryTradeBarriers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4044316
trade barriers,Tradein Services in Asia-Pacific AssessingBarriersand Implications for ServicesTradeFacilitation in India,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2865068
trade barriers,The Composition ofTradeFlows and the Aggregate Effects ofTradeBarriers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2479149
trade barriers,TechnicalBarrierstoTradeProvisions in RegionalTradeAgreements,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2088215
trade barriers,Retaliation Through TemporaryTradeBarriers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4457974
trade barriers,"Developing Countries, NewTradeBarriers, and the Global Economic Crisis",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1898646
trade barriers,Business Cycle Accounting ofTradeBarriersin a Small Open Economy,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2872946
trade barriers,Informal ExportBarriersand Poverty,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=610398
trade barriers,EntryBarriersin Italian RetailTrade,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=970295
trade barriers,TradeProtection and the Role of Non-TariffBarriers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3338773
trade barriers,Cybersecurity-RelatedBarriersto InternationalTradeand Investment,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2809819
trade barriers,An Analysis of Korea’s Environmental GoodsTradeto China and its Policy Implications,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4204517
trade barriers,TradePolicy VersusTradeFacilitation: An Application Using 'Good Old' OLS,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1973862
trade barriers,TradePolicy VersusTradeFacilitation: An Application Using Good Old OLS,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2056942
trade barriers,India: The Use of TemporaryTradeBarriers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1842484
trade barriers,Barriersto Prosperity - Developing Countries and the Need forTradeLiberalisation,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2182096
trade barriers,HeterogeneousTradeCosts ofTradeBarriers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2019615
trade barriers,Anatomy of Non-TariffBarriersin India-Lanka FreeTradeAgreement,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3412065
trade barriers,South Korea: TemporaryTradeBarriersBefore and During the Crisis,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1836282
trade barriers,Import-Reducing Effect ofTradeBarriers: A Cross-Country Investigation,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=880899
trade barriers,Choked by Red Tape? The Political Economy of WastefulTradeBarriers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3198135
trade barriers,The (In)Compatibility of Direct SellingTradeBarrierswith EU Law: Before and After the Consumer Rights Directive,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2347507
trade barriers,Non TariffBarrierstoTradein Mercosur: How Do Brazilian Exporting Firms Perceive Them?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=292945
trade barriers,Hidden Market AccessBarriersin China: India’s Exports in Electrical Machinery,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3575344
trade barriers,WastefulTradeBarriersin Oligopoly,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4226438
trade barriers,EntryBarriersin RetailTrade,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1140566
trade barriers,The Economic Effects of Standards Harmonization between Technologically Asymmetric Countries,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4203131
trade barriers,A Meta-Analysis of Estimates of the Impact of TechnicalBarrierstoTrade,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1511827
trade barriers,Turkey: TemporaryTradeBarriersas Resistance toTradeLiberalisation with the European Union?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1839644
trade barriers,The Impact of IntranationalTradeBarrierson Exports: Evidence from a Nationwide Vat Rebate Reform in China,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4164363
trade barriers,The Impact of IntranationalTradeBarrierson Exports: Evidence from a Nationwide Vat Rebate Reform in China,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4068176
trade barriers,How Market Imperfections andTradeBarriersShape Specialisation: South-America vs. OECD,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=561161
trade barriers,Barriersto Exit,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=933994
trade barriers,How Rules on Tariffs and Non-tariffBarriersPlay a Significant Role in Restricting Market Access for Many Developing Countries Under the WTO With Reference toTradein Goods,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4532718
trade barriers,Heterogeneous Effects of Tariff and Non-TariffTrade-PolicyBarriersin Quantitative General Equilibrium,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3360069
trade barriers,"TradeLiberalization,TradeFacilitation andTradeCost of Agricultural Products",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4028460
trade barriers,How TechnicalBarrierstoTradeAffect Machinery Production Networks: Evidence from East Asia,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4204242
trade barriers,The Economic Impacts of the EU's Approach to TBT Coordination,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4203079
trade barriers,The Compatibility of the EU’s Geographical Indications Regulations for Wines with the WTO Agreement on TechnicalBarrierstoTrade,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4048418
trade barriers,One Year into the TTIP Negotiations: Getting to Yes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2549394
trade barriers,The Canadian Agreement on InternalTrade: Developments and Prospects,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=882310
trade barriers,NewTradeRestrictive Measures and Exports: Evidence from South Korea,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3396252
trade barriers,Barriersto Business in the Single Market,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2399098
trade barriers,Non-TariffBarriersto Brazilian Footware Industry in Mercosur,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=292950
trade barriers,What Do We Know About PreferentialTradeAgreements and TemporaryTradeBarriers?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2445213
trade barriers,"Digital EconomyBarrierstoTradeRegulation Status, Challenges, and China's Response",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3846002
trade barriers,Estimating the Economic Effects of Reducing Non-TariffBarriersin the EEU,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2728275
trade barriers,WTO Discussions on TechnicalBarrierstoTradeand Implications for Asia-Pacific Regional Economic Integration,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2773988
trade barriers,Non TariffBarriersin Computable General Equilibrium Modelling,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=921008
trade barriers,TradePolicyBarriers: An Obstacle to Export Diversification in Eurasia,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2260662
trade barriers,Interaction of the Russian Far East and Asia-Pacific Countries: Assessment of Institutional and TariffBarrierstoTrade,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3888223
trade barriers,Regulatory Convergence Against Non-TariffBarriersin ASEAN and the Effectiveness of the ASEANTradeRepository (ATR),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3296757
trade barriers,A New Look at the ExtensiveTradeMargin Effects ofTradeFacilitation,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2511573
trade barriers,Price Equalization Does Not Imply FreeTrade,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2038592
trade barriers,DigitalTradeIntegration in PreferentialTradeAgreements,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3603741
trade barriers,TradeBarriersand Antitrust Analysis,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1967684
trade barriers,TBT-Plus Rules in PreferentialTradeAgreements,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2263159
trade barriers,수출대상국의 무역기술장벽(TBT)이 한국 수출에 미치는 영향 분석: 수출의 내･외연적 한계와 산업 특성에 따른 비교 (Analyzing the Impact of TechnicalBarrierstoTrade(TBT) in Exporting Countries on South Korean Exports: A Comparative Study Based on the Intensive and Extensive margins of Exports and Industry-Specific Characteristics),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4756205
trade barriers,Скоординированное Управление Границей Как Инструмент Упрощения Процедур Торговли (Coordinated Border Management as a Tool forTradeFacilitation),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4029539
trade barriers,Multilateral Cooperation behind theTradeWar Headlines: How MuchTradeIs Freed Up?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3787377
trade barriers,Restrictiveness Index as a Measure ofBarriersin InternationalTradein Professional Services – a Case of Poland,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2953583
trade barriers,The ASEAN FreeTradeAgreement: Impact onTradeFlows and ExternalTradeBarriers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1417869
trade barriers,The Challenges of AdaptingTradePolicies to the Digital Era,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4055003
trade barriers,The ASEAN FreeTradeAgreement: Impact onTradeFlows and ExternalTradeBarriers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2483814
trade barriers,FreeTrade: A Comprehensive Strategy in a Globalized World,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3600870
trade barriers,Charting the Evolving Landscape of ServicesTradePolicies: Recent Patterns of Protection and Liberalization,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2730915
trade barriers,On the Non-discrimination Principles in DigitalTrade,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4077393
trade barriers,Non-TariffBarriersin Selected CIS Countries,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1392803
trade barriers,The Challenges of Negotiating a TransatlanticTradeand Investment Partnership,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2228721
trade barriers,ExportBarriers: What are They and Who Do They Matter To?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=968428
trade barriers,Bilateral and RegionalTradeAgreements,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1802881
trade barriers,Determinants of InternationalTradein Art from System Theory Perspective,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3839570
trade barriers,Computer-based Exercises on InternationalTrade,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3901798
trade barriers,Cyclical and Structural Aspects of the Recent Export Trends: Evidence from Korea,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3554758
compliance,Drug Pricing - The NextComplianceWaterloo,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3127733
compliance,Compliancein China,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4984238
compliance,The International Law of AntitrustCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2787970
compliance,Taxpayer'sCompliance: Towards VoluntaryCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3883333
compliance,The Dark Side ofCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3451586
compliance,From Responsive Regulation to EcologicalCompliance: Meta-regulation and the Existential Challenge of CorporateCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3916471
compliance,Anti-Bribery & CorruptionCompliancePrograms,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4502712
compliance,Complianceas the Interaction between Rules and Behavior,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3563295
compliance,"Internal CorporateComplianceManagement Systems: Structure, Culture and Agency",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1790283
compliance,ComplianceEthnography: What Gets Lost inComplianceMeasurement,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3853756
compliance,A Behavioural Economics Perspective onCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3929624
compliance,Anti-Bribery & CorruptionCompliancePrograms [Society of CorporateComplianceand EthicsComplianceManual],https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4668338
compliance,CanComplianceProgrammes Contribute to Effective Antitrust Enforcement?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2791638
compliance,"ComplianceForces, Domestic Policy Process, and International Regulatory Standards:Compliancewith Basel III",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3742242
compliance,Understanding Ethics andCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3789983
compliance,The Privatization ofCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2443887
compliance,The KyotoComplianceSystem: Towards Hard Enforcement,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1937576
compliance,The Unconscious Conscience of Digital Transformation: The ChiefComplianceOfficer,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4471247
compliance,Complianceand Individual Sanctions for Competition Law Infringements,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2771289
compliance,Behind-the-BorderCompliance: Trade's Enforcement Conundrum,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4127982
compliance,Automated Source Selection Scoring & FARCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3261360
compliance,"Data Security, Data Breaches, andCompliance",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3488612
compliance,Giving the Public a Voice in MEAComplianceMechanisms,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1962919
compliance,Justifying Delay: Why Agencies DelayComplianceDates and How They Do It,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3184584
compliance,TestingCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3777948
compliance,"Agency, Authority, andCompliance",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3462638
compliance,Triggering Non-ComplianceProcedures,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1953505
compliance,IFRS 16: The Road toCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3815552
compliance,Business Strategy and AntitrustCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4096094
compliance,Calculating CorporateCompliance& The Foreign Corrupt Practices Act,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3261443
compliance,Delivering Shareholder Value Through Mergers and Acquisitions: How theComplianceFunction Needs to Work with Boards and Executives to Improve Transaction Results,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1727747
compliance,Ethics andComplianceTraining,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3722278
compliance,Determinants of IFRSCompliancein Africa: Analysis of Stakeholder Attributes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3478702
compliance,Introducción alComplianceen el Derecho Comparado. Segunda parte - II: Sistema contiental europeo. Italia (Introduction toCompliancein Comparative Law. Second Part - II: European Continental System -Civil Law- Italy),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3673676
compliance,Complianceen el Derecho Comparado. Segunda parte: Bases culturales. Regulación en el sistema del Common Law. (Compliancein Comparative Law. Cultural Bases. Regulation in Common Law System),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3538815
compliance,VATComplianceIncentives,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3531282
compliance,The Next Chapter in Anti-CorruptionCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2658248
compliance,The End of Eastern Territoriality? CJEUCompliancein the New Member States,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2756457
compliance,Non-ComplianceMechanisms or International Courts: How to Increase TreatyCompliance?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5032395
compliance,Regional variation in taxcomplianceand the role of culture,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3750101
compliance,AntitrustCompliance: Collusion,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3902443
compliance,BoardCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3205600
compliance,Chile:ComplianceAfter ‘Kind’ Reminders,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3826986
compliance,Controlling and AssistingCompliance: Financial Aspects,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1953502
compliance,CriminalizedCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3818481
compliance,TheComplianceMentorship Program: Improving Ethics andCompliancein Small Government Contractors,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3559458
compliance,Call for a Unified Anti-Corruption and Competition LawComplianceProgramme: WhyComplianceProgrammes Should Be Viewed as a Mitigating Factor,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3305004
compliance,Do CorporateCompliancePrograms InfluenceCompliance?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=930238
compliance,The Effect of TaxComplianceCost on Taxpayer’s VoluntaryCompliancein Tanzania,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4115252
compliance,The Price Fixer:ComplianceTales from the Other Side,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3852073
compliance,StateCompliancewith International law in Intelligence Matters: A Behavioural Approach,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3955061
compliance,A Diretiva Whistleblower e os Programas de Ética eCompliance(The Whistleblower Directive and the Ethics andCompliancePrograms),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3872879
compliance,"Corporate Social Responsibility, ESG, andCompliance",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3479723
compliance,The Role of Non-State Actors in ClimateCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1805234
compliance,Collusive vs. coercively corrupt tax auditors and their impact on taxcompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3965864
compliance,"Innovation, Overgeeking and Behavior inCompliancePrograms",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3748458
compliance,Cultures ofCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2840762
compliance,ComplianceDynamism: Capturing the Polynormative and Situational Nature of Business Responses to Law,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3563099
compliance,MEAComplianceProcedures: Overview of Key Design and Implementation Issues,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3371915
compliance,"The ""Wholesale Failure"" of the SEC's Approach to ChiefComplianceOfficer Liability",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5094605
compliance,ShariahComplianceand Corporate Cash Holdings,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3581440
compliance,How the Metaverse Will Ease Banks’ComplianceWoes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4343792
compliance,AntitrustCompliance: An Annotated Bibliography,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2137216
compliance,Elements of EffectiveCompliancePrograms,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4477609
compliance,ComplianceManagement Systems: Do They Make a Difference?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3598264
compliance,Analysis of Procedural and Retributive Justice in TaxCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2833521
compliance,Insider TradingCompliancePrograms,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3312430
compliance,TestingCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3535913
compliance,Introducción alComplianceen el Derecho Comparado. Primera parte: Alonomología. Common Law (Introduction toCompliancein Comparative Law. Part one: Alonomology. Common Law),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3539195
compliance,CreatingCompliance: Exploring a Maturing Industry,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2991739
compliance,Legalization and Norm Internalization: An Empirical Study of International Human Rights Commitments Eliciting Public Support forCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3596938
compliance,"ComplianceOfficers: Personal Liability, Protections, and Posture",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3539848
compliance,ComplianceAudits,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4522678
compliance,The Cybersecurity Threat:Complianceand the Role of Whistleblowers,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2803995
compliance,Introducción alComplianceen el Derecho Comparado. Segunda parte - I: Sistema contiental europeo. Alemania (Introduction toCompliancein Comparative Law. Second Part - I: European Continental System -Civil Law- Germany),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3636927
compliance,TeachingCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2616884
compliance,"Hear No Evil, See No Evil: Why AntitrustComplianceProgrammes May Be Ineffective at Preventing Cartels",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1432340
compliance,Is it Possible to MeasureCompliance?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=935988
compliance,MeasuringCompliance: The Challenges in Assessing and Understanding the Interaction between Law and Organizational Misconduct,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3853764
compliance,Nigerian Banks and Global Ranking: The IFRSComplianceImpact,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2982328
compliance,Is aComplianceTraining Program Effective? A Comparison Analysis ofComplianceOfficers' Perceptions and Recommended Practices in Multinational Corporations RegardingComplianceeTraining Program Effectiveness,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5089685
compliance,Lexisnexis® Guide to FATCACompliance: Chapter 1,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2742383
compliance,Tax Cuts andComplianceShifting Across Taxes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5168775
compliance,Multidimensional TaxComplianceAttitude,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4608246
compliance,Programy zgodności z prawem konkurencji – efektywny mechanizm w tworzeniu europejskiej kulturycompliance? (Competition LawComplianceProgrammes - An Effective Mechanism in Creating EuropeanComplianceCulture?),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2732446
